seed,outcome,model,variant,acc_mean,acc_std,f1_mean,f1_std,auc_mean
8,PerfScore,RF,with,0.7366666666666666,0.009718253158075512,0.6871778844880739,0.011195040432724134,
8,PayZone_encoded,LR,without,0.30666666666666664,0.014567848922274779,0.29897090475690485,0.015911687439454255,
8,PayZone_encoded,LR,with,0.308,0.01217465491183313,0.30578116572554187,0.0118968763617991,
8,PayZone_encoded,RF,without,0.324,0.014165686240583836,0.3232350403028742,0.014031386083628796,
8,PayZone_encoded,RF,with,0.33466666666666667,0.0105619863451699,0.3339248815705235,0.010876803252730547,
8,PayZone_encoded,XGB,without,0.315,0.01831817555204543,0.3130070478363812,0.017622687230890572,
8,PayZone_encoded,XGB,with,0.31166666666666665,0.013864422895390274,0.31011568178097443,0.014783208279219204,
8,SeniorityLevel,LR,without,0.8056666666666666,0.03342653636459113,0.872358531928451,0.022396487352588174,
8,SeniorityLevel,LR,with,0.8510000000000002,0.023842072989663565,0.892398529563615,0.014589217661975181,
8,SeniorityLevel,RF,without,0.9466666666666667,0.004346134936801798,0.9392504821044666,0.004526460326059422,
8,SeniorityLevel,RF,with,0.9653333333333334,0.0038586123009300855,0.9648518266393017,0.004025984875863033,
8,is_minority_dept,LR,without,0.5093333333333333,0.0194821855949366,0.509193309109319,0.023293427617823975,0.5466045490635654
8,is_minority_dept,LR,with,0.5466666666666666,0.021029080394116648,0.5481496493447577,0.01883995455483492,0.5594857783382373
8,is_minority_dept,RF,without,0.5876666666666667,0.02491318258807307,0.5761788375550043,0.024808950134905014,0.5733314651347438
8,is_minority_dept,RF,with,0.5993333333333334,0.018487232831816077,0.5892010648930688,0.01829817232327669,0.5852435663911073
8,is_minority_dept,XGB,without,0.6206666666666667,0.010519822558706345,0.5988238425498487,0.011207819800765469,0.5991382934005884
8,is_minority_dept,XGB,with,0.6323333333333333,0.01408703107274365,0.6059040007408397,0.01765569143452371,0.6090175610667414
9,is_terminated,LR,without,0.7213333333333333,0.015965240019770746,0.7656064602180221,0.013059221404890457,0.800982163750015
9,is_terminated,LR,with,0.6953333333333334,0.016069294390925255,0.7453588927073346,0.013505036346738313,0.8176810762160536
9,is_terminated,RF,without,0.8526666666666667,0.00429469957557503,0.8262645308063874,0.006835253791918062,0.8337323655712263
9,is_terminated,RF,with,0.852,0.007257180352359071,0.8318188688115965,0.008576510032927231,0.8377241995310829
9,is_terminated,XGB,without,0.8539999999999999,0.0063770421565696525,0.8250388826335776,0.0031966098993784424,0.8355217722676679
9,is_terminated,XGB,with,0.8566666666666667,0.009603240193925298,0.8299394381185582,0.006956754776113404,0.8461151916416636
9,PerfScore,LR,without,0.2753333333333333,0.010349449797506672,0.35912520690582295,0.011823728066295064,
9,PerfScore,LR,with,0.319,0.00764489662745313,0.39876326582062094,0.00682755936406917,
9,PerfScore,RF,without,0.737,0.008906926143924904,0.6856932350264298,0.009228542717334974,
9,PerfScore,RF,with,0.736,0.016282232989093096,0.6862636142909406,0.01446691857630685,
9,PayZone_encoded,LR,without,0.31733333333333336,0.0121837779216647,0.31109466547379533,0.019259316488233987,
9,PayZone_encoded,LR,with,0.315,0.009368979548370134,0.31306163680381077,0.009597780022320904,
9,PayZone_encoded,RF,without,0.3183333333333333,0.01577621275493231,0.31758569012760224,0.015221044097806379,
9,PayZone_encoded,RF,with,0.31566666666666665,0.014854853303438132,0.3144694885667919,0.01305580760273975,
9,PayZone_encoded,XGB,without,0.31766666666666665,0.013564659966250527,0.31610134071290846,0.013446436074775676,
9,PayZone_encoded,XGB,with,0.32166666666666666,0.01178511301977579,0.3198906239888838,0.011621292592710376,
9,SeniorityLevel,LR,without,0.8276666666666668,0.011333333333333353,0.8864584792264617,0.006807534112121547,
9,SeniorityLevel,LR,with,0.8566666666666667,0.010434983894999004,0.895447418824118,0.008221527509680047,
9,SeniorityLevel,RF,without,0.9503333333333334,0.006699917080747253,0.9437063867586677,0.00736322128853421,
9,SeniorityLevel,RF,with,0.9673333333333334,0.00442216638714053,0.9668859017092496,0.004559938382145223,
